iter	Logloss
844	0.2860192692
845	0.2858686611
846	0.2857178577
847	0.2856179673
848	0.2855624853
849	0.2854507362
850	0.2853207347
851	0.2852392481
852	0.2851759214
853	0.2851157998
854	0.2850217044
855	0.2849178076
856	0.2848644356
857	0.2847814036
858	0.2847162854
859	0.2845896165
860	0.2844823431
861	0.284307251
862	0.2842224849
863	0.2841570852
864	0.2840044196
865	0.2839363718
866	0.2838650659
867	0.2837742256
868	0.2836831466
869	0.2835243637
870	0.2834027717
871	0.2833095089
872	0.2832219124
873	0.2830201337
874	0.2829385391
875	0.2828658394
876	0.2827396941
877	0.2826264005
878	0.2824764494
879	0.282385082
880	0.2823029263
881	0.282162045
882	0.2820395154
883	0.28191775
884	0.2817721142
885	0.281709691
886	0.2816573941
887	0.2815659089
888	0.281460873
889	0.281377219
890	0.2813008873
891	0.2811566683
892	0.2810947126
893	0.2810065376
894	0.2807988184
895	0.2807620048
896	0.2806794226
897	0.2806346444
898	0.2805571864
899	0.2804604129
900	0.2803796481
901	0.2802980084
902	0.2802049944
903	0.2801558419
904	0.2800778196
905	0.2800194291
906	0.2799413177
907	0.2798174421
908	0.2797435293
909	0.279613889
910	0.2794894485
911	0.2794125108
912	0.2793307038
913	0.2792572434
914	0.27914316
915	0.2791044896
916	0.2790307633
917	0.2789244266
918	0.2788378799
919	0.2787639309
920	0.2786281813
921	0.2785278567
922	0.278475868
923	0.2784430684
924	0.2783468472
925	0.2782664102
926	0.2781523379
927	0.2781017831
928	0.2780199228
929	0.2779050948
930	0.2778169853
931	0.2776269236
932	0.2775351478
933	0.2774172179
934	0.2772929828
935	0.277201173
936	0.277153197
937	0.2770700386
938	0.276993657
939	0.2768887914
940	0.2768175808
941	0.2766711817
942	0.2765919491
943	0.2764367744
944	0.2763604831
945	0.2762472823
946	0.2761745018
947	0.2760542679
948	0.2759784122
949	0.2758586155
950	0.2757636573
951	0.2757293425
952	0.2756609069
953	0.2755443534
954	0.2754957892
955	0.2754145271
956	0.275304966
957	0.2751956414
958	0.2751141349
959	0.2750303497
960	0.2749710684
961	0.2749274735
962	0.2748549616
963	0.2747631814
964	0.2746853189
965	0.2746326244
966	0.2744216868
967	0.2743286367
968	0.2741564002
969	0.2740933412
970	0.2740373544
971	0.2739205295
972	0.273872243
973	0.2738345046
974	0.2737589693
975	0.2737008144
976	0.2735998945
977	0.2735122668
978	0.2734505892
979	0.2733751506
980	0.2732738166
981	0.2731722153
982	0.2729775691
983	0.272839442
984	0.2727422563
985	0.2726221089
986	0.2724671296
987	0.2723925787
988	0.2722155649
989	0.2721686328
990	0.2720753387
991	0.2719819673
992	0.2718713162
993	0.2717814021
994	0.2717214966
995	0.2715853563
996	0.2715040709
997	0.2714239295
998	0.2712756531
999	0.2711872173
